ID,output
TEST_0162,맘에 안 드는 점 찾기가 더 어려움. 쪽에 실제부터 9년째 다니는데 갈 때마다 좋음.
TEST_0163,"분위기도 좋고 수영장, 조식, 청결 다 괜찮아요. 뷰도 탁 트이고 한강까지 멀리서 나름 보이는데, 방음이 진짜 미쳤어요. 옆방 그냥 대화하는 소리, 기계 소리까지 다 들려요. 떠드는 것도 아닌데, 특급 호텔에서 이 정도 방음은 ᅲᅲ 삼성동 파크 하얏트랑 비교하면 너무 떨어지는 것 같습니다."
TEST_0164,"호텔은 직원분의 서비스에 따라 기분이 다르다고 생각하는데, 호텔 1은 오자마자 직원분이 반갑게 맞아주시고 친절하게 알려주셔서 좋았어요. 방의 컨디션도 굉장히 좋았습니다. 하지만 하늘이라는 정말 뷰가  호텔 9층에서 바라보는 광안대교의 풍경은 진짜 여자친구랑 둘 다 우와 우와 거렸어요 ᄏᄏ 너무 예쁩니다. 다음 부산 여행에서도 무조건 다시 올 것 같아요. 강추입니다"
TEST_0165,"이 코드는 별점조차 아까움. 아침에 짐 싸고 나가는데 메이드라는 사람이 사람을 부르고 ""몇 호 대실이야?""라고 시전. 어이가 없음. 옆방에서는 문 열어놓고 고기 굽기 바쁘고 순간의 잘못된 선택이 이렇게까지 망가질 줄이야. 아, 변기는 녹이 변색돼서."
TEST_0166,"제가 작년에 여기서 예식을 올렸는데, 1년이 지나도 예식 때 찍은 앨범을 주지 않고 있습니다. 처음엔 계속 다음 달, 다음 달 하더니 10월에 확실히 주겠다고 해놓고, 이후에는 아예 보장도 안 해주는 악덕 업체입니다. 제발 저처럼 당하는 사람이 없길 바라는 마음으로 이 글을 올립니다."
TEST_0167,"뷰가 좋고, 호텔과 백화점 연결이 편리합니다."
TEST_0168,"직원분들이 아주 친절하셨고, 깨끗하고 편하게 잘 쉬었습니다."
TEST_0169,광안대교 오션뷰를 즐길 수 있는 곳
TEST_0170,편하게 잘 묵었습니다. 가까워서 수영도 구경 잘했어요~
TEST_0171,"해피아워가 너무 실망이에요 ᅲᅲ 산책수가 없고 카누, 사이트만 있네요.. 이슺스와 진 종류도 얼마 없어요.. 평일인데도 줄 서서 음식 받아야 해요.. 등등 뷰는 정말 좋았어요."
TEST_0172,방이 크고 복층인데다가 통유리라서 바다가 훤히 잘 보였어요. 호텔처럼 구비품도 다 있었네요.
TEST_0173,아이들과 너무 좋았습니다. 깨끗했고 뷰도 좋았구요.
TEST_0174,역시 관상은 과하다 했는데 결국 누수에 나오는 사고를 치네요ᄏ
TEST_0175,객실이 정갈합니다. 소박한 정갈함에 배려받는 느낌이었습니다.
TEST_0176,"제가 가본 펜션 중에서는 최고네요. 타이틀 드라이기라니..... ᄒᄒ T5에서 묵었는데, 바다 전망이 정말 좋고 침대가 라텍스라 정말 폭신하고 좋았어요 ^^ 사장님이 신경을 많이 쓰신 것 같아요. 신축이라 더 좋았네요 ^^ 번창하세요~"
TEST_0177,뷰랑 분위기가 정말 최고였어요. 챙겨주신 간식도 맛있었어요. 부산에 다시 가도 또 숙박하고 싶어요. 단 하나의 단점이라고 하면 샤워실이 조금 좁네요. 밑에 카페도 특이한데 직원분들이 친절해서 불편함 없이 이용했네요. 적극 추천합니다!
TEST_0178,광안리 근처에 있는 호텔로서 직원들의 서비스도 좋고 객실에서의 뷰와 루프탑의 전망이 정말 좋았어요. 사진 찍을 곳이 많아요.
TEST_0179,"주차장에 차를 세우고 것거나 선드로 로비 가는 것이 어려우니 발렛하는 것이 좋을 듯합니다. 체크인, 해피 아워, 어반 아일랜드, 라운지, 조식 등등 사람이 많은 것 빼고 좋았습니다."
TEST_0180,"친구 아들 결혼식에 참석했는데 주차 환경, 뷰, 음식 정말 최고예요. 우리 아이들도 여기 추천하고 싶네요. 호캉스!"
TEST_0181,"시골 모텔 수준으로 1층 입구부터 상해서 꿉꿉한 냄새가 나고, 룸 청소 상태 역시나 머리카락과 먼지를 밤새 잠들 수 있다. 빗 아래 에어컨, 냉장고, 변기와 지저분한 욕조, 그리고 여기저기 말라 있는 실이고. 알 수 없는 베개에서는 새벽에 물 내려가는 소리가 불편하게 들린다. 방음도 안 돼 옆방 노크가 우리 룸인 줄 알고 식겁했고, 외부는 홀창이라 시끄러운 거리 밖 소리에 잠도 못 잔다."
TEST_0182,"주차장이 외부에 있어서 조금 불편했는데, 뷰 하나로 모든 게 용서가 됩니다. 근처 호텔 중 최고입니다. 개인적으로는 하얏이 더 좋다는 생각이 드네요. 시설도 깨끗하고, 무엇보다도 호텔 입구부터 슬리퍼 착용이라서 다소 사소한 감이 있었지만, 좀 지나니 오히려 쾌적하고 내 집 같고요. 늦은 새벽 체크인에도 이것저것 신경을 많이 써주시고 친절하다는 느낌을 받았습니다. 다음에 부산에 올 일이 있으면 다시 들를 것 같아요."
TEST_0183,"무엇보다 깨끗해서 좋았습니다. 화장실도 깨끗해서 너무 맘에 들었습니다~ 올 때부터 주차하는 것도 편했고, 사장님이 신경을 잘 써 주셔서 너무 좋았네요~~ 너무 만족스럽게 이용했습니다!!"
TEST_0184,"직원분들이 엄청 친절합니다. 뷰도 좋아요~ 방음은 중간 정도입니다. 안 들리는 건 아닌데, 또 엄청나게 시끄럽게 들리진 않아요~"
TEST_0185,"가족 이름이 점심 특가 12시에 가서 먹었는데, 특별히 맛이 없지도 특별히 맛이 있지도 않으나, 특별히 가만히 먹을 만한 게 없네요. 점심 특가 35,700원에 백반 퀄리티도 평범한 결혼식장 뷔페 수준, 나머지도 딱 결혼식장 뷔페 수준입니다. 호텔이라 다르겠지 생각하고 오면 안 됩니다. 가져다 먹을 만한 가지 수도 너무 적어서 같은 메뉴 계속 가져다 먹다가 끝나네요. 20,000원도 아까울 듯하네요. 단품을 35,700원이면 제대로 한 끼 먹을 듯 기대 이하입니다. (비추하니 참고하세요) 주차는 점심에는 포베이 주차 불가 점가는 곳인데 안내판이 없어서 기도 입장인데 해매다가 만차라 전화하다 맞은편 라인네이버에 주차하라고 내려갔더니 지하 2층까지 만차라 그냥 오라는 식이네요. 카운터 직원도 표정이 진짜 안 좋고요. 재방문 의사는 반반입니다."
TEST_0186,방 사이즈가 너무 작은데 방음도 안 됩니다. 이게 호텔 맞는지 모르겠습니다. 연인끼리는 오지 마세요..
TEST_0187,호캉스 하기에 추천합니다. 가격이 있지만 서비스가 좋고 뷰가 좋고 화장실이 짱 넓음 주의!
TEST_0188,침대가 넓어서 아주 좋습니다!
TEST_0189,"깔끔해요. 라운지 서비스도 좋고, 친절하세요."
TEST_0190,새로 지어서 시설이 깔끔함. 청소 상태 좋음. 내 방도 창문 열고 옆 방에서도 창문 열어놓고 얘기하면 같은 방에서 얘기하는 느낌임. ★조식 절대 비추★ 음료수자판기조차 비림.
TEST_0191,장점 = 저렴하고 청결함   단점 = 넷플릭스 리모컨이 캔 크지않아서 보기 힘듦. 냉장고도 넣어놔도 실내 두 거랑 같음. 아무런 온도 변화가 없음. 싸게 묵고 자기엔 좋은 곳인 듯.
TEST_0192,뷰가 너무 아름다워요. 푹 쉬다가 갑니다.
TEST_0193,성수기였는데 가성비도 너무 좋고 하루 너무 예뻤어요. 잘 쉬다가 갑니다. 직원분들도 다들 너무 친절하세요
TEST_0194,"사장님도 친절하시고, 방도 침구도 깨끗해서 좋았어요. 단 하나, 트리플룸 샤워실에서 샤워하면 문들을 닫고 물이 좀 밖으로 흘러 나오네요."
TEST_0195,"국내 여행 다른 5성급 호텔들을 몇 개 다녀보고 적은 후기   장점: 기본 룸 타입부터 방이 넓고 화장실도 쾌적함. 최상의 체인(콘래드)이 아님에도 불구하고 룸 인테리어나 배치도 고급스럽고 편함. 서울 콘래드보다 특히비 낮쯤에도 오히려 더 깔끔한듯. 사우나, 메인 풀, 맥주 풀, 하우스키퍼까지 어메니티는 국내 최고 수준임. 파크하얏트나 콘래드보다도 외국 지역에 있어서 그런지 어메니티가 하나하나 크고 좋음. 직원분들은 친절하고 개인적으로 럭셔리 호텔에서 나는 친한 친구를 부담스러워하는 편인데 그런 게 없이 친절하고 편안한 분위기로 대해 주셔서 좋았음. 컨디셔너, 이그제큐티브 라운지 서비스 다 만족스러움(개인적으로 한국 특급 호텔들의 친절도와 배치도를 높게 평가함). 룸 컨디션도 좋고 서비스도 좋음."
TEST_0196,"15년 전 처음 숙박할 때가 가장 좋았다. 뷰야 더할 나위 없이 좋다. 특히 침대가 이번에도 내가 좋아하는 탄탄한 매트리스로 푹 잠에 도움됨. 이번이 세 번째인데 인테리어 리모델링이 있었는지 깨끗해졌다. 그런데 아주 중요한 샤워 수전과 수압, 냉수 조절이 안 되는 노후한 장치, 샤워 헤드 구멍 중 반이 막혀 있었다. 사장님! 몇 분이나 되냐고 샤워 헤드를 좀 좋은 것으로 교체하시지, 물 온도를 내가 원하는 온도로는 제대로 맞을 수 없고 찬물과 뜨거운 물이 적절한 중간 지점으로 맞추면 제대로 물을 채우면 안 된다. 자다 다시 그 위치로 들면 아주 차가운 물 압력 맞고 펄펄 뛰게 된다. 그러니까 샤워가 끝날 때까지 그대로 틀어 놓으면 안 된다. 다시 그 위치로 들면 아주 차가운 물 압력 맞고 펄펄 뛰게 된다. 이렇게 세 가지 조건이면 잘 쉬었다 갈 수 있다."
TEST_0197,"여기 하얏트는 수영장인 것 같네요~ 무슨 리조트인 것처럼 앞에 수영 목적으로 온 사람이 많았어요 ᄏᄏ 실내는 가족용, 쉬는 커플, 혼자 온 사람 이렇게 보면 이해하기 힘들 듯요^^ 조식이랑 시설도 무난하게 이용했어요^^"
TEST_0198,"내부 시설, 건물 등 아주 깔끔합니다~ 개인적으로는 위치 지역에 비해 가성비가 좋아서 추천합니다~"
TEST_0199,뮤지엄호텔 좋아요. 앞으로 더 기대되네요^^
TEST_0200,새 건물이라 좋아요. 내 집처럼 편안하고
TEST_0201,위치가 정말 좋습니다. 직원들이 친절하고요. 방도 깨끗하고요.
TEST_0202,펜션도 좋고 사장님도 친절하시고 너무 깨끗했어요^^
TEST_0203,아주 좋습니다. 조식도 많네요. 가성비 최고^^
TEST_0204,"간단하게 부산에서 지낼 곳을 찾고 있었는데, 와보니 너무 마음에 드네요. 4층이었는데 바로 앞이 해수욕장이어서 뷰도 너무 예뻤어요. 가격도 착하고 좋은 경험이었습니다^^"
TEST_0205,"뷰는 좋고 최근에 지어진 시설도 깔끔하여 좋음. 그러나 최상급 호텔이라 하기엔 어설픈 부분이 너무 많고, 무엇보다 직원들이 프로페셔널 못하고 섬세하게 응대를 하지 못한다. 일단 초고층에 있다 보니 전체 공간과 시설들이 규모가 상당히 좁고 작다. (객실 넓이는 소파) 그러다 보니 방에 들어와 있지 않는 이상 들어가 있다는 기분이 묘하게 든다. 그리고 주상복합이 하나로 롯데타워 1층에서 여기가 호텔이라 생각이 1도 안 든다. 어디 짐 싸고 나들 일하는 공장 관광 온 느낌이랄까. 체크인 타임이 79층. 아르바이트생이다. 길다니는 공간도 부족하고 그마저도 손님 간 가격이 충분하지 않다. 라운지? 마찬가지다. 테이블 하나 빼면 급하게 대충 닦아내고 손으로 툭툭 치우면 된다. 프론트는 친절하지만 친절이 묻어 있는 친절이 아니라 무성의하고 무기력한 응대이다. 끝."
TEST_0206,"스위트 자미 테라스 겸 왔습니다. 벌레 없고요. 냄새는 조금 있으나 뭐 4성 호텔도 아니고 침구 깨끗하고 괜찮네요. 조식은 안 하고, 서면이라 그런지 차 소음이 좀 들려요."
TEST_0207,"일단 호텔 안에서 바라보는 광안대교가 너무 멋져요^^ 오션뷰 최고예요. 문이 커튼이랑 소음 때문에 잠을 잘 못 잘까 걱정했는데, 다행히 꿀잠 잤네요^^ 잠옷도 준비되어 있어 가방 가볍게 놀다 갑니다^^"
TEST_0208,깔끔해서 저렴하게 하루 숙박하기 괜찮아요. 생각보다 해운대 메인과 거리가 있어요.
TEST_0209,"비즈니스 차 3일 연박을 하면서 솔직히 늦은 점을 적습니다. 혹시 한국 분들이 보신다면 다른 호텔에서 지내시길 추천합니다. 시골동네 여인숙? 모텔? 같은 곳이 더 나을지도 몰라요. 진심입니다. 1박에 13만 원 정도 방을 2개 잡고 3일을 있었습니다. 운영하는 동네가 그냥 평범한 호텔 같은 느낌입니다. 이곳은 호텔이라고 불러도 안 됩니다. 많은 호텔을 다녀봤지만, 상황상 모텔에도 다녀봤지만 이곳은 정말 최악 중의 최악이었어요. 그리 깁니다. 결론부터 말하자면 최악의 숙박 시설을 경험해 보고 싶으시다고 해도 말리겠습니다.  1. 룸 컨디션 사진은 믿지 마세요. 정말 오래되고 벽지 여기저기 뜯겨 있고, 화장실 바닥은 녹슬고 곰팡이 방이라는 것을 알게 될 겁니다. 예약할 때 참고하세요."
TEST_0210,시설은 최신은 아니지만 관리가 아주 잘 되고 있어서 전혀 문제 없어요. 프론트 관리자분 친절하세요. 조용합니다. 사람이 너무 없어요. 국도가 100미터 정도 떨어져 있어서 소음은 없는 정도이고요. 현재 도로 공사 중이네요. 건물 앞으로 시야를 가리는 건물이 없어요. 욕실도 깨끗하고 샤워실과 화장실 사이에 문이 되어 있고 노후도 느껴지지 않습니다. 코로나로 위험하지만 겨울이라 너무 한가한 구로상과 너무 조용한 숙소가 있어서 숨 좀 쉬고 갑니다. 숙소 내에서 음식 조리 및 취식은 안 됩니다. 간식 정도만 가능합니다.
TEST_0211,"연휴 일정 가기 전에 잠깐 눈 좀 붙이고 숙박도 아예 해결하려고 여러 숙소 검색해봤는데, 여기만 해주더라구요. 야놀자랑 네이버 숙소에도 숙박비 29,000원이었고, 통화로 분명히 30,000원에 해주겠다고 해서 (카드 결제는 안 되고 계좌 이체만 받음. 현재 영수증 반납은 당연히 안 해줌) 계좌 이체했음. 그런데 오전 8시 반 체크인 후 점심 전까지 잠깐 눈 붙이고 나갔다가 밤 10시쯤에 다시 왔더니 대실로 처리해버리더군요. 통장의 통장이 오전에 인수인계를 안 했는지 (지금 와서 생각해보니 통장이 동의도 짤아버릴 확률이 매우 높음. 모소리가 그냥 똑같았음) 주말이라 방도 다 나가서 덕분에 다음날 일정이 다 꼬여서 따졌는데 주인이 했던 말이 기억이 나네요."
TEST_0212,모든 분들께 추천하고 싶은 곳입니다 ^^
TEST_0213,"새 호텔이 아니라면 정말 메리트가 없는 것 같아요^^ 다행히 직원분들이 모두 친절하셔서 그건 마음에 들었어요ᄒᄒ 제일 어이없었던 것은 1박 당 주차비 12,000원을 받는다는 것. 3박 묵고 36,000원을 내고 나왔습니다. 그럼 그만한 발렛파킹이나 주차장, 직원이 구비되어 있나? ᄏᄏᄏ 웃음만 나오네요. 지하에서 직원 한 분이 주차비 결제 & 주차 타워에서 차 빼기(타워는 두 개인데 직원은 한 명..) 게다가 SUV는 주차 타워에 안 들어가 옆 호텔에 주차^^ 발렛 요원 한 분이 순찰 때 차를 넣고 빼고 해주는데~~ 퇴실 11시^^ 사람들 길바닥에 내려오고 줄 서고 할 거 없으니 먼저 기다리는 사람들은 짜증이 나고^^ 부산인지 타지역인지 발렛 요원이 혼자서 순찰을 도는 것 같아요. 경찰에 신고하라네요. 어이가 없어서."
TEST_0214,테라스 아래부터 가능한 오션 뷰~ 하나만으로도 추천!!
TEST_0215,"다른 캠핑장 다녀온다 좋아 보여서 사전 답사 후 방문. 별점만 보면 절대 가면 안 되는 곳인데, 캠퍼들이 자기들만 가는 곳도가 방법인가 싶다. (나도 별점 1점 추가 고민하게 됨) 요즘 아이들은 “갬성 캠핑장”들이 넘치는데, 여긴 진짜 여기가 머무는 그런 캠핑장인 듯. 서울에서 좀 멀다는 게 유일한 단점! **아 그리고 사장님 친절이 아니라 인심이 후한 수준이니 가서 진상질하고 사장이 예전에 저희네 하는 사람들 말하는 게 좋을 듯 하다."
TEST_0216,막 입실했는데 바닥에 음식물들이 떨어져 있는 거 그대로 있어서 한번 치워 달라 말씀드렸는데도 그대로 있었고 샤워룸 물 빠지는 데도 없었어요 오래 걸리고 무엇보다 침대가 너무 불편해요 ᅲᅲ 특히 베개... 나중에 딱딱해서 치우고 베개 없이 겨우 잤어요. 그 와중에 새벽에 오토바이 소리 등 소음이 심해서 매우 불만족이에요. 위치 때문에 잡은 건데 성수에 제발 다른 비즈니스 호텔 생각했으면 좋겠어요.
TEST_0217,"호텔에서 결혼식을 오후 6시까지 진행해서 입구부터 라운지, 4층까지 연회장으로 쓰는데 결혼식에 온 사람들이랑 같은 엘리베이터를 타서 정신이 없어요. 주차장도 마찬가지입니다."
TEST_0218,"재방문하고 싶지는 않네요... 후기를 잘 안 남기는데 너무 어이없어서 남깁니다. 너무 더운 날씨라 친구들과 세 명이서 수다나 떨다가 2시간 반 대실했는데요. 들어갈 때부터 남자분이 완전 간단하게 바다에 안 들어가냐는 둥, 씻을 거냐는 투 투로 물으셔서 뒤돌아보면서 한 명씩 모라는 안 그랬는지, 물에 안 씻었는지 검사하시는데 저희를 무슨 범법자 취급을 하시네요ᄏᄏᄏᄏ 말투도 막 퉁명스럽게 너무 기분이 나빴고요. 객실 침대나 베개에서 짧은 머리카락도 군데군데 발견되어서 정말...ᄒ 좀 신경 써주세요."
TEST_0219,"진짜 완전 추천하는 을지로 데이트 코스! 바로 PJ호텔 근처라 걸어서 갈 수 있는 두 곳인데요. 두 곳 다 함께하면 데이트 코스로 너무 좋아요. 안내할게요!!   Best 1. 행 2PM 8PM. 매일 저녁마다 '수영킹', '오륙도' 등 인포 카드들이 공연이 있어서 공연 보면서 식사 겸 술 한 잔 할 수 있는 핫 플레이스입니다. (맥주, 칵테일, 위스키, 와인 등 팔고, 힙지로 유명한 모모스꼬치도 파는 곳)   Best 2. 진짜 을지로. 웨이팅이 항상 있는 찐 맛집입니다. 대박 국밥이 진짜진짜 맛있고 분위기가 깔끔하니 합격! 직원들이 정말 친절해서 가격이 부담스러워도 꼭 한 번 가볼 만한 곳입니다!"
TEST_0220,"예비 신랑과 처음으로 부산 여행 와서 선택한 숙소인데, 전체적으로 시설도 깔끔하고 주차장 공간 마련도 잘 되어 있어 좋았어요."
TEST_0221,직원분들 중 몇 분은 눈 마주칠 때마다 인사하시고 전화 문의도 다 친절하고 정확하게 서비스해 주셔서 진짜 대접받은 기분이 듭니다! 한 가지 힘든 점은... 너무 고층에서 마주치면 엘리베이터 타고 오르락내리락할 때 키가 너무 아파요^^...
TEST_0222,아직도 마스크 완장질하는 곳이 있냐? 왜? 백신 접종도 하지! 한심한...
TEST_0223,"호텔의 기준을 고객에게 전달합니다. *고객의 신분증 관리가 부실하고 본인들이 요청해 받은 신분증과 유실물을 같은 취급받습니다. *예약 시 약속했던 객실 업그레이드도 반영되지 않는 등 소통과 업무 처리에 전문성이 부족합니다. 호텔에서 카드키 추가 요청 시 신분증을 요청하여 예약이 취소된 제가 대가로 신분증을 재출했습니다. 여러 일행과 함께 객실을 이용했고 체크아웃 시간이 달라 해당 객실 카드키가 반납되면 신분증을 돌려준다 했습니다. 그러나 신분증을 돌려받지 못했고 호텔에 문의하니 찾아보고 연락을 주신다고 합니다. 그런데 시간이 지나도 연락이 없었으며, 고객이 직접 연락을 해서 챙겨야 합니다. 투숙객 안내문에 있지도 않은 내용을 들며 신분증을 돌려달라고 하니 해당 객실의 고객이 아닌 것을 확인하고 나서야 연락을 주겠다고 합니다. 어이가 없습니다. 이런 경우를 당하다니."
TEST_0224,B동 4506호에서 2박했습니다. 고층룸이라 방 안에서 보이는 부산항대교와 영도 뷰가 친구공원 뷰가 정말 멋있습니다. 객실에 건조 기능이 있는 세탁기와 스타일러가 있어서 편리하게 이용했어요.
TEST_0225,가격이 착한 신축 오피스텔을 이용하는 느낌입니다. 다만 화장실은 매우 협소합니다. 넷플릭스도 잘 되고 방음도 잘 됩니다. 다만 모기 한 마리도 서비스로 같이 넣어주셨네요. 치킨 키트들이 있어서 좋았습니다.
TEST_0226,거리가 있어 자주는 못 가지만 여름 휴가 때마다 찾는 곳이네요. 물론 한참 더울 무렵에 가면 벌레나 벌레는 있지만 그만큼 감수할 만큼 매력적인 곳이어서 해마다 찾는 곳이구요 ^ ^ 여름여름 예약 나만 기다려지는 가족입니다 ᄏᄏ
TEST_0227,호텔 부럽지 않은 시설과 서비스에 감탄했네요. 바다 전망도 정말 예뻤어요~~~~~~~
TEST_0228,진짜 역대급 숙소.. 만원 더 보태서 좋은 게스트하우스 가세요. 서비스도 구리고 시설도 되게 안 좋아요.
TEST_0229,가격 대비 좋은 서비스가 만족스러웠습니다. 위치도 이곳저곳 다니기 좋고요! 내부 시설은 깔끔하지만 오래된 호텔이라는 느낌이 살짝 나요. 다시 서울에 머물게 된다면 재방문할 것 같아요~
TEST_0230,해운대 놀러 갔다가 예약하고 갔었는데 방도 깔끔하고 해운대 다른 데 많이 가보긴 했었는데 그래도 시설이라던가 청소 상태는 제일 양호했어요~~ 프런트에 계시는 분들도 친절하시고요.
TEST_0231,조용하고 좋았습니다. 프론트 분이 친절하게 잘 대해주셔서 좋았어요.
TEST_0232,"모텔보다도 못한 것 같아요...^^*   1. 체크인 할 때부터 남자 직원이 불친절하고 퉁명스러워서 당황스러웠어요. 뭘 내가 잘못했다기엔 첫날부터 불친절했어요.   2. 엘리베이터 타야 할 때 몇 층에 있는지도 모르겠고, 탈 때마다 사람들이 올라가세요, 내려가세요 난리가 나요.   3.  중앙 냉방 소음ᄒᄒ 이게 최악이었는데, 19층 통창 직공사장 방에 민아간 에어컨만 틀어주니 아침마다 구토가 되는 기분이어서 새벽에 나오게 되네요. 체크인 빨리 받으려는 의도인가...?   4. 방이 굉장히 좁았어요.   5. 수건이 모텔만 해도 예쁘게 걸려져 있는 기분인데, 여기는 수건이 걸려져 있고 가도 적혀 있지 않아서 누가 쓴 건가 했어요.   6. 방에 수건이 하나도 없어요. 수건 두 장 있어요.   7. 화장실이랑 일체형이라 엄청 꿉꿉해요.   8. 재방문 의사는 반반이네요. 너무 끔찍한 부산 여행이었어요."
TEST_0233,카라반이 너무 오래되고 낡았는데 이해되지 않는 가격.
TEST_0234,"태국 요리진의 가성비 호텔. 한국 유일의 GHA 소공 호텔이라 해외의 카페라, 커피킥, 아난타라 투숙용 티팟 특성을 위한 QN, QS를 즐기기 좋은 호텔이다. 서면, 전포 접근성이 좋다. 다만 첫 방문이라면 호텔 로비를 찾는 것이 은근 귀찮다. (이게 BIFC의 문제이기도 하다.) 결국 파라다이스에 입주해 있는 호텔이지만, 해당 건물의 상권이 소멸되어 관게로 이용할 수 있는 건 많지 않다. 하지만 직원들이 굉장히 친절하고, 대부분 호텔이 그렇듯 내부룰이 높은 자체적인 프로모션을 이것저것 하는 관계로 룸레이트 상당히 좋다. 오픈한 지 몇 년 되지 않기엔 룸 컨디션도 좋은 편이다."
TEST_0235,예뻐요. 창밖으로 보이는 뷰가 끝내줘요.
TEST_0236,매년 리모델링할 때면 항상 가는 펜션입니다. 패키지로 펜션과 숙박까지 저렴하게 구입 해서 편하고 저녁 바베큐까지~ 추천합니다.
TEST_0237,"바다와 가깝고 청결하며 직원분들이 친절하시고, 식당, 카페, 편의점이 다 앞에 있어서 좋았어요. 주차장 이용도 넘 좋았습니다."
TEST_0238,"레지던스 두 번째 방문했습니다. 가격이 살짝 오른 만큼 메리트가 다양하고 맛 또한 좋아서 만족스러웠지만 아쉬운 점이 있어 후기 올립니다. ᅲ 우선, 음식을 따뜻하고 계신 세분님들이 웃으며 마스크까지 쓰고 있지 않아서 놀랐어요. ᅲᅲ 코로나 때문이 아니어도 위생 면에서 해주시면 좋겠네요. 마스크도 하지 않은 채 음식 옆에서 큰 소리로 대화까지 나오고 기분이 별로 좋지 않았습니다. 그리고, 화장실에서 청결한 냄새가 나도록 관리해주시면 좋겠어요. ᅲ 너무 화장실 냄새가 심해서 불편했습니다. 식당이라도 화장실에서 좋은 냄새가 나고 청결한 느낌이 나면 음식에도 믿음이 가고 기분이 좋지 않을까요! 요즘엔 그런 없이 방문자가 많은 곳들은 화장실 관리도 잘 된 곳이라고 생각합니다. 객실에서 나는 냄새가 싫어서 방문을 안 하는 것도 방법인데, 화장실 문제는 좀 더 신경 써 주셨으면 좋겠습니다. 바랍니다."
TEST_0239,부산에 사는 사람인데도 또 오고 싶다 생각이 들 정도로 너무 좋았어요! 베개도 좋고 화장실이나 바닥도 깨끗하고 생각보다 시끄럽지도 않고 잔잔한 파도 소리 때문에 잠도 꿀잠 잤습니다. 아침에 일어나서는 해 보면서 돈만 있으면 여기 살고 싶다 이런 생각이 들었어요 ᅮ 직원분들 서비스도 좋아서 만족스러웠습니다!
TEST_0240,이번에 여자친구랑 갔는데 객실이 깔끔하고 사장님이 친절해서 즐거운 여행하고 왔어요^^
TEST_0241,"국제시장 골목 쪽으로 조금 들어오면 호텔이 있을까 하는 건물에 위치해 가성비가 좋고 조용하며 깔끔해 비즈니스용으로 적합하다. 다만 TV 채널이 몇 개 없고, 그나마 수준이 잘 안 된다.."
TEST_0242,"아니, 고사장 맞냐고?"
TEST_0243,"해운대 뷰 달맞이 고개 뷰 고민을 진짜 많이 했는데, 달맞이 하길 잘했어요!! 편하지 않은 이국적인 전망.."
TEST_0244,"체크아웃 연장 신청했는데, 세 번이나 문을 따고 들어오시네요. 프론트랑 청소하시는 분이랑 싸우셨나요?"
TEST_0245,"처음 입장할 때 디자인과 방 넓이에 당황했으나, 서비스 정신이 세련된 주인장의 태도에 기분을 잡지 못했습니다. 내용인용, 냉장고에 이상이 있어 외출 후 방문한 사장은 냉장고 점검은 뒷전이고, 갑작스럽게 화장실에 아무도 없는데 불이 꺼져 있다며 소등을 하더군요. 사용 중에 물을 얼려둘려 불이 꺼져 있던 거였는데, 화장실 안에 사람이 없으니 덩달아 나빠진 듯이 말하는 구경을 또했습니다. 이용료를 지불하고 방을 사용하는 입장에서 그게 무슨 말 같지 않은 얘기나 물어보니, 다 같이 연락에 동의해야 한다는 답변과 방 이용료를 지불했다고, 착오가 화장실 불이 켜진 것과 무슨 상관이냐니 이해 불가적인 말을 하더군요. 대화 간 내내 소통이 안 되어 불쾌했던 적은 처음이었습니다."
TEST_0246,사장님이 너무 친절하심 
TEST_0247,2023년 4월에 방문했습니다. 예쁜 뷰에 홀려 가게 되었는데 단점이 더 많네요.   장점: 뷰 하나는 최고입니다.   단점:   1. 내부가 매우 더럽습니다. 분명 봄에 갔는데 아침부터 너무 후텁지근해서 여름 같았어요. 전날 밤 2-3시 경에 자서 늦게 일어날 거라 생각했는데도 아침 7-8시부터 통유리창을 통해 자동으로 들어오는 햇빛과 습기 때문에 제대로 깰 수밖에 없었습니다.   2. 객실 입구에 문 대신 커튼이 있습니다. 다른 캡슐 호텔은 안 가봐서 솔직히 다른 데도 이런 건가 모르겠지만 생생화를 보장받지 못하는 느낌이었어요. 달려서 방음도 전혀 안 되기 때문에 정말 조용히 하느라 힘들기도 했고요.   3. 어메니티로 제공되는 샴푸바가 있는데 그게 너무 별로여서 안 쓰게 되더라고요.   4. 재방문하진 않을 것 같습니다. 다른 분들은 제발 날 좋을 때 가세요.
